12345;1;01;2009;02;0101;777;12/01/2009;NIT;80000000;1;gonzalez;jlkjlkjlkjlkj;1000000;0,02;20000
12345;1;01;2009;02;0101;777;12/01/2009;NIT;897897897;1;jkljlkj;7987897;768000;0,02;15360
12345;1;01;2009;02;0101;49722106;12/01/2009;NIT;215647;2;nnbnvnvn;conrato;35000000;0,02;700000
12345;1;01;2009;02;0101;49722106;12/01/2009;NIT;215647;2;nnbnvnvn;conrato;35000000;0,02;700000
12345;1;01;2009;02;0101;49722106;12/01/2009;NIT;215647;2;nnbnvnvn;conrato;45000000;0,02;900000
12345;1;01;2009;02;0101;49722106;12/01/2009;NIT;215647;2;nnbnvnvn;conrato;50000000;0,02;1000000
12345;1;01;2009;02;0101;49722106;12/01/2009;NIT;215647;2;nnbnvnvn;conrato;78000000;0,02;1560000
12345;1;01;2009;02;0101;49722106;12/01/2009;NIT;215647;2;nnbnvnvn;conrato;10000000;0,02;200000
12345;1;01;2009;02;0101;49722106;12/01/2009;NIT;215647;2;nnbnvnvn;conrato;30000000;0,02;600000
12345;1;01;2009;02;0101;49722106;12/01/2009;NIT;215647;2;nnbnvnvn;conrato;80000000;0,02;1600000
12345;1;01;2009;02;0101;49722106;12/01/2009;NIT;215647;2;nnbnvnvn;conrato;456000000;0,02;9120000
