12345;1;10;2009;01;1001;777;12/01/2009;NIT;80000000;1;gonzalez;jlkjlkjlkjlkj;1000000;0,01;10000
12345;1;10;2009;01;1001;777;12/01/2009;NIT;897897897;1;jkljlkj;7987897;768000;0,01;7680
12345;1;10;2009;01;1001;49722106;12/01/2009;NIT;215647;2;nnbnvnvn;conrato;35000000;0,01;350000
12345;1;10;2009;01;1001;49722106;12/01/2009;NIT;215647;2;nnbnvnvn;conrato;35000000;0,01;350000
12345;1;10;2009;01;1001;49722106;12/01/2009;NIT;215647;2;nnbnvnvn;conrato;45000000;0,01;450000
12345;1;10;2009;01;1001;49722106;12/01/2009;NIT;215647;2;nnbnvnvn;conrato;50000000;0,01;500000
12345;1;10;2009;01;1001;49722106;12/01/2009;NIT;215647;2;nnbnvnvn;conrato;78000000;0,01;780000
12345;1;10;2009;01;1001;49722106;12/01/2009;NIT;215647;2;nnbnvnvn;conrato;10000000;0,01;100000
12345;1;10;2009;01;1001;49722106;12/01/2009;NIT;215647;2;nnbnvnvn;conrato;30000000;0,01;300000
12345;1;10;2009;01;1001;49722106;12/01/2009;NIT;215647;2;nnbnvnvn;conrato;80000000;0,01;800000
12345;1;10;2009;01;0101;49722106;12/01/2009;NIT;215647;2;nnbnvnvn;conrato;456000000;0,02;9120000
